ts,posx_gt,posy_gt,posx_meas,posy_meas,velx,vely
2.520000000000000018e+00,-5.078520266395269545e+01,2.990210053683305702e+01,-5.154402776837322619e+01,3.047126144155878436e+01,-2.270052403662463547e+01,4.477925769616949658e+00
2.530000000000000249e+00,-5.109930611966613867e+01,2.989854768964856291e+01,-5.303137222890181590e+01,2.981000533072982961e+01,-3.014028595737490690e+01,-3.333817758919265017e+00
2.540000000000000036e+00,-5.141336617016236943e+01,2.989381077825483501e+01,-5.097517360794173413e+01,3.045383397345882770e+01,-4.440069499020364674e+01,-4.738076412804295146e+00
2.550000000000000266e+00,-5.172737041688834836e+01,2.988788998965702248e+01,-5.073543327376057022e+01,2.973397990512713918e+01,-4.315126680077897703e+01,-7.061102134679219100e-01
2.560000000000000053e+00,-5.204130646349408096e+01,2.988078555759772215e+01,-5.306371057111921630e+01,2.996749399467373820e+01,-4.232965150132721988e+01,1.239171514273329144e+01
2.569999999999999840e+00,-5.235516191632198257e+01,2.987249776254774858e+01,-5.026704300544528792e+01,3.043128872227849513e+01,-3.235142534821774518e+01,-9.230873529460179583e+00
2.580000000000000071e+00,-5.266892438489619366e+01,2.986302693169505673e+01,-5.349260659138633400e+01,3.058076687831843898e+01,-5.098118954424182903e+01,5.788055801235355347e+00
2.589999999999999858e+00,-5.298258148241169607e+01,2.985237343893183493e+01,-5.331378290972153167e+01,2.873321781414816911e+01,-5.179958753235401048e+01,-2.366379620647205861e+00
2.600000000000000089e+00,-5.329612082622334412e+01,2.984053770483973267e+01,-5.440994037780968995e+01,3.103376884178815232e+01,-2.305900181452922482e+01,1.412150614565360485e+01
2.609999999999999876e+00,-5.360953003833471797e+01,2.982752019667326593e+01,-5.248417946614431173e+01,2.967747974918174947e+01,-3.021119438236992139e+01,-1.996586028653914546e+00
2.620000000000000107e+00,-5.392279674588675675e+01,2.981332142834136789e+01,-5.387013649320899589e+01,3.041735230476647089e+01,-2.230810355141590406e+01,8.930689121104398165e-01
2.629999999999999893e+00,-5.423590858164624962e+01,2.979794196038710297e+01,-5.303277554184927567e+01,2.986010837327422607e+01,-3.970508007898670400e+01,4.537163109919847948e+00
2.640000000000000124e+00,-5.454885318449405673e+01,2.978138239996552983e+01,-5.422354977331097814e+01,2.962699110387818635e+01,-3.821543690101958646e+01,-1.478342870556974198e+01
2.649999999999999911e+00,-5.486161819991310296e+01,2.976364340081973836e+01,-5.527243834870540695e+01,2.906423089312986008e+01,-3.410020537722750333e+01,-1.388928865576515648e+01
2.660000000000000142e+00,-5.517419128047611565e+01,2.974472566325504275e+01,-5.343889631900812276e+01,2.853279946018824376e+01,-4.240936892012696546e+01,2.984296688249865426e+01
2.669999999999999929e+00,-5.548656008633309256e+01,2.972462993411133070e+01,-5.510470949953540298e+01,3.126406891238235630e+01,-2.162385447208330191e+01,1.242419748935273915e+01
2.680000000000000160e+00,-5.579871228569842856e+01,2.970335700673357593e+01,-5.600626579713836861e+01,3.061589389070493894e+01,-3.965300451110206836e+01,6.121640302495636732e+00
2.689999999999999947e+00,-5.611063555533779379e+01,2.968090772094052809e+01,-5.602190060943465966e+01,3.110857715547553681e+01,-4.114105709010098622e+01,-1.188166488184663194e+01
2.700000000000000178e+00,-5.642231758105459249e+01,2.965728296299155176e+01,-5.634561806764962455e+01,2.931392124136076305e+01,-3.080317013859641051e+01,-4.135791837881777511e+00
2.709999999999999964e+00,-5.673374605817613769e+01,2.963248366555163926e+01,-5.746815884381185668e+01,2.878539943957824931e+01,-3.265132167406994057e+01,-1.276961734887872346e+01
2.720000000000000195e+00,-5.704490869203940662e+01,2.960651080765458687e+01,-5.885394374660075556e+01,3.018840245151436008e+01,-3.705865987507995385e+01,1.259345239775871583e+01
2.729999999999999982e+00,-5.735579319847640534e+01,2.957936541466435543e+01,-5.461792728079326764e+01,2.986696300242694591e+01,-4.900000000000000000e+01,-1.410000000000000000e+02
2.740000000000000213e+00,-5.766638730429914261e+01,2.955104855823457655e+01,-5.813924166053318743e+01,2.877418742604796265e+01,-3.504819097055104749e+01,-2.341002478558292665e+01
2.750000000000000000e+00,-5.797667874778414188e+01,2.952156135626625755e+01,-5.849626785268321782e+01,3.004516757028291352e+01,-2.208911262864579328e+01,-8.277918746793027083e+00
2.760000000000000231e+00,-5.828665527915651978e+01,2.949090497286364254e+01,-6.005551217195068858e+01,3.036622088933983932e+01,-3.239695426189859973e+01,-3.310507346958697639e-01
2.770000000000000018e+00,-5.859630466107357449e+01,2.945908061828825453e+01,-5.804974427355505640e+01,2.917362500744295062e+01,-3.242681948820694515e+01,-1.569411136332422885e+01
2.780000000000000249e+00,-5.890561466910791921e+01,2.942608954891112205e+01,-5.836556253852789666e+01,3.012879893941063969e+01,-2.447026714507981637e+01,-1.297593752308304182e+01
2.790000000000000036e+00,-5.921457309223006149e+01,2.939193306716317267e+01,-6.018408341446043153e+01,2.907842736646318471e+01,-2.653463152463211472e+01,2.616678988137071560e+00
2.800000000000000266e+00,-5.952316773329047805e+01,2.935661252148382161e+01,-5.707785102023256485e+01,2.909058461920286476e+01,-2.760280992399088618e+01,-2.677115486360524343e+01
2.810000000000000053e+00,-5.983138640950113540e+01,2.932012930626773439e+01,-6.088476716103489395e+01,2.824191708518135613e+01,-3.767639213641069773e+01,-2.439652493066397199e+01
2.819999999999999840e+00,-6.013921695291645619e+01,2.928248486180977750e+01,-5.997786400823398623e+01,2.837465799607856809e+01,-3.068368528127600570e+01,-3.760440099955637550e+00
2.830000000000000071e+00,-6.044664721091367454e+01,2.924368067424816076e+01,-6.023029074169017605e+01,2.829467594249629059e+01,-3.195480656053917912e+01,-1.011266858953407421e+01
2.839999999999999858e+00,-6.075366504667260870e+01,2.920371827550576427e+01,-6.136283664373525681e+01,2.853193532873746108e+01,-3.236609876988824652e+01,-1.441290960641682162e+01
2.850000000000000089e+00,-6.106025833965480132e+01,2.916259924322966413e+01,-6.142823940020807072e+01,2.982378133438443868e+01,-3.868156038147549225e+01,1.748361211745564248e+00
2.859999999999999876e+00,-6.136641498608201317e+01,2.912032520072884978e+01,-6.157109638917739147e+01,2.786078974514990847e+01,-3.463579105970312355e+01,4.269069626845937826e+00
2.870000000000000107e+00,-6.167212289941407732e+01,2.907689781691013309e+01,-6.331852946837764762e+01,2.951349115648266519e+01,-4.066301688414301907e+01,-3.676036607885043495e+00
2.879999999999999893e+00,-6.197737001082602148e+01,2.903231880621226679e+01,-6.267018140794244374e+01,2.755551625834663199e+01,-4.501254938362136215e+01,-6.689075273553543255e+00
2.890000000000000124e+00,-6.228214426968455797e+01,2.898658992853826533e+01,-6.403293928590437645e+01,2.972630763049868463e+01,-2.097961119327231927e+01,1.178968933365684535e+01
2.899999999999999911e+00,-6.258643364402380627e+01,2.893971298918591373e+01,-6.241464154344539139e+01,3.065065655230613473e+01,-2.505070134676963889e+01,-1.573135253900299801e+01
2.910000000000000142e+00,-6.289022612102029086e+01,2.889168983877651442e+01,-6.236586254643101057e+01,2.991888246200401014e+01,-3.082779833669067671e+01,-1.173522225933413843e+01
2.919999999999999929e+00,-6.319350970746720009e+01,2.884252237318181500e+01,-6.312491066975833576e+01,2.808838960102926308e+01,-5.102741580115424114e+01,-1.698342798315281499e+01
2.930000000000000160e+00,-6.349627243024784207e+01,2.879221253344917031e+01,-6.488617263398678858e+01,2.976690913359120216e+01,-3.346421089251200698e+01,-3.052265435902393520e+00
2.939999999999999947e+00,-6.379850233680833327e+01,2.874076230572491042e+01,-6.421088496645333521e+01,2.921670491323772012e+01,-3.516032027116245473e+01,-2.974452310807082611e+01
2.950000000000000178e+00,-6.410018749562946994e+01,2.868817372117592512e+01,-6.362873999059946328e+01,2.805398736599058296e+01,-2.744727290134663278e+01,-1.442583337220237283e+01
2.959999999999999964e+00,-6.440131599669774687e+01,2.863444885590948985e+01,-6.309785989657421368e+01,3.038285317167063582e+01,-1.922852131450681412e+01,7.439507593815637421e+00
2.970000000000000195e+00,-6.470187595197555197e+01,2.857958983089129035e+01,-6.408296068434054860e+01,2.766231523269114589e+01,-4.542030774340617683e+01,5.535453736395621327e+00
2.979999999999999982e+00,-6.500185549587048683e+01,2.852359881186170298e+01,-6.618708510597626571e+01,2.707658909697593685e+01,-3.768984196144054266e+01,-1.031643143843275467e+01
2.990000000000000213e+00,-6.530124278570382046e+01,2.846647800925028804e+01,-6.436613410693723836e+01,2.948450098119738172e+01,-2.547094509509721405e+01,-8.425419787907877378e+00
3.000000000000000000e+00,-6.560002600217796953e+01,2.840822967808852439e+01,-6.518333534891461056e+01,2.831678255054165305e+01,-2.396118248975106724e+01,1.601182424257177672e+01
3.010000000000000231e+00,-6.589819334984315446e+01,2.834885611792078919e+01,-6.558890712667653133e+01,3.048364183642023306e+01,-3.767730464700149184e+01,1.187284893819639819e+01
3.020000000000000018e+00,-6.619573305756303228e+01,2.828835967271357532e+01,-6.585518765378108696e+01,2.828938198958994832e+01,-1.447567235846641864e+01,-1.522887230015342652e+01
3.030000000000000249e+00,-6.649263337897941994e+01,2.822674273076295037e+01,-6.671883518263894075e+01,2.850715244742920618e+01,-3.262744588358289377e+01,1.272737417968273554e+00
3.040000000000000036e+00,-6.678888259297599461e+01,2.816400772460027824e+01,-6.714266796915742930e+01,3.028140835306494338e+01,-5.044374013616574359e+01,1.859793239392046438e+00
3.050000000000000266e+00,-6.708446900414104164e+01,2.810015713089618572e+01,-6.676173380483146502e+01,2.880921379198798604e+01,-3.911857978070726460e+01,-4.366190978110623178e+00
3.060000000000000053e+00,-6.737938094322917948e+01,2.803519347036277765e+01,-6.792608657752333556e+01,2.921176557420388065e+01,-4.157340783053025746e+01,-8.381620433047013208e+00
3.070000000000000284e+00,-6.767360676762203298e+01,2.796911930765413956e+01,-6.731198215609106228e+01,2.929064753589969072e+01,-4.021653678843817659e+01,-8.298542690933548016e+00
3.080000000000000071e+00,-6.796713486178784080e+01,2.790193725126507829e+01,-6.865569375675313779e+01,2.914213722949019214e+01,-2.347162228351068336e+01,-1.311526001593252388e+01
3.089999999999999858e+00,-6.825995363774003977e+01,2.783364995342814652e+01,-6.895926636007546051e+01,2.845048346366664660e+01,-2.388159160097910672e+01,-1.169133987947645181e+01
3.100000000000000089e+00,-6.855205153549474062e+01,2.776426011000893368e+01,-6.791237147308891053e+01,2.882906692562225359e+01,-2.332445977671475035e+01,-1.189348547225562314e+01
3.109999999999999876e+00,-6.884341702352710968e+01,2.769377046039964441e+01,-6.788340415842043285e+01,2.713412677375779936e+01,-2.226446882423283213e+01,1.571711808573363456e+00
3.120000000000000107e+00,-6.913403859922655670e+01,2.762218378741094682e+01,-6.881814871231166819e+01,2.820216176634638572e+01,-5.497844468612595392e+01,-2.023656305191153137e+00
3.129999999999999893e+00,-6.942390478935091380e+01,2.754950291716211552e+01,-7.060855579557620842e+01,2.730795704282170178e+01,-4.144544472150273151e+01,-5.456351135170360855e+00
3.140000000000000124e+00,-6.971300415047930699e+01,2.747573071896945862e+01,-7.067138084522908059e+01,2.642187436058384264e+01,-2.665941069925786167e+01,-6.701726398122220374e+00
3.149999999999999911e+00,-7.000132526946399025e+01,2.740087010523304301e+01,-7.044960658142639431e+01,2.796446136683761807e+01,-3.051923874250929103e+01,2.496146045507874334e-01
3.160000000000000142e+00,-7.028885676388087234e+01,2.732492403132171788e+01,-7.113882681565920052e+01,2.779443416408419409e+01,-2.890732772444703969e+01,-1.224515068837628462e+01
3.169999999999999929e+00,-7.057558728247887814e+01,2.724789549545644007e+01,-7.122366508753187020e+01,2.686954247678643171e+01,-3.706779447478358236e+01,-9.320129832820461147e+00
3.180000000000000160e+00,-7.086150550562810224e+01,2.716978753859190832e+01,-7.011856576021577325e+01,2.879947488346772388e+01,-1.081400811422364683e+01,2.999602817314654502e+00
3.189999999999999947e+00,-7.114660014576665503e+01,2.709060324429652056e+01,-6.964820680962907318e+01,2.861427710431277660e+01,-3.670635072018487222e+01,-8.913710574650759000e+00
3.200000000000000178e+00,-7.143085994784631509e+01,2.701034573863062960e+01,-7.065446855489201994e+01,2.532613451066335841e+01,-3.321711779148755994e+01,-2.508620635403416088e+01
3.209999999999999964e+00,-7.171427368977681738e+01,2.692901819002313601e+01,-7.150219064468195995e+01,2.759376574191577092e+01,-1.941346362733678887e+01,4.561945600502930631e+00
3.220000000000000195e+00,-7.199683018286891922e+01,2.684662380914640423e+01,-7.029530078502448021e+01,2.607135081971797774e+01,-2.426244083032145227e+01,-2.505859340422821546e+00
3.229999999999999982e+00,-7.227851827227608794e+01,2.676316584878951232e+01,-7.204236000468556256e+01,2.723337368595662511e+01,-3.064979635109018474e+01,-2.001652592847351642e+00
3.240000000000000213e+00,-7.255932683743486677e+01,2.667864760372982857e+01,-7.156993849560534215e+01,2.647646878914996549e+01,-2.040422659766674585e+01,-1.258999221040561167e+01
3.250000000000000000e+00,-7.283924479250394768e+01,2.659307241060295013e+01,-7.321745529866984725e+01,2.595721143926175145e+01,-3.381414113451081249e+01,9.583174155075049327e-01
3.260000000000000231e+00,-7.311826108680173775e+01,2.650644364777097195e+01,-7.311163914878497394e+01,2.754109289520257775e+01,-2.053329778714736875e+01,-1.406334011578960030e+01
3.270000000000000018e+00,-7.339636470524270351e+01,2.641876473518912150e+01,-7.433466359126303757e+01,2.663605845756288559e+01,-3.506234400338676238e+01,2.244253851762207930e+00
3.280000000000000249e+00,-7.367354466877218044e+01,2.633003913427073428e+01,-7.397531133540866222e+01,2.722960760883659859e+01,-1.590755894054594854e+01,-1.382941281884523477e+01
3.290000000000000036e+00,-7.394979003479981827e+01,2.624027034775061296e+01,-7.353703379576268162e+01,2.664562294633919137e+01,-2.109584950535812808e+01,-1.078057401703119211e+01
3.300000000000000266e+00,-7.422508989763156251e+01,2.614946191954674148e+01,-7.361325386124730130e+01,2.529551390247284459e+01,-3.505182781535380343e+01,-2.253445128495699379e+01
3.310000000000000053e+00,-7.449943338890022915e+01,2.605761743462037572e+01,-7.396297001011852501e+01,2.717302887155729252e+01,-4.679945642317177601e+01,-6.844851979291397548e+00
3.320000000000000284e+00,-7.477280967799453038e+01,2.596474051883451750e+01,-7.384410506705478383e+01,2.496540413915510825e+01,-2.892919201849720068e+01,-1.684602064070580596e+01
3.330000000000000071e+00,-7.504520797248666497e+01,2.587083483881077228e+01,-7.572147667907530888e+01,2.775720470005805751e+01,-3.191808266430182073e+01,6.218568137861417711e-01
3.339999999999999858e+00,-7.531661751855838816e+01,2.577590410178459734e+01,-7.476648964267766928e+01,2.724744625141838128e+01,-5.593515346982048442e+00,5.633526608458048202e+00
3.350000000000000089e+00,-7.558702760142554666e+01,2.567995205545893711e+01,-7.394653227172382515e+01,2.492469280310218238e+01,-2.913607185520482190e+01,-1.137545909571902136e+01
3.359999999999999876e+00,-7.585642754576109326e+01,2.558298248785628815e+01,-7.577203723639239286e+01,2.511068919326589466e+01,-3.400125066548749686e+01,-2.933202505837905250e+01
3.370000000000000107e+00,-7.612480671611649541e+01,2.548499922716914057e+01,-7.676147598594931765e+01,2.492299997179824800e+01,-2.199956064485454021e+01,-1.692806745368375942e+00
3.379999999999999893e+00,-7.639215451734166606e+01,2.538600614160885272e+01,-7.667436121666341364e+01,2.586284542813753973e+01,-4.108070637243363876e+01,-1.401799003001904964e+01
3.390000000000000124e+00,-7.665846039500317488e+01,2.528600713925293775e+01,-7.695933273993328783e+01,2.501652668497757048e+01,-2.728427515694576755e+01,-6.763594706816993707e+00
3.399999999999999911e+00,-7.692371383580095312e+01,2.518500616789078350e+01,-7.772584614567904282e+01,2.458114077844540191e+01,-2.576898698162572288e+01,-9.012349355195548029e+00
3.410000000000000142e+00,-7.718790436798336430e+01,2.508300721486779850e+01,-7.804469369252269928e+01,2.500930564427394742e+01,-3.672095627897739689e+01,-1.621475503891488046e+01
3.419999999999999929e+00,-7.745102156176055530e+01,2.498001430692799474e+01,-7.595123166154311889e+01,2.403114749969535779e+01,-2.713519166022074458e+01,-1.179240672702220039e+01
3.430000000000000160e+00,-7.771305502971624435e+01,2.487603151005502866e+01,-7.957749963598081422e+01,2.453422496248269979e+01,-2.800000000000000000e+01,-8.000000000000000000e+01
3.439999999999999947e+00,-7.797399442721777518e+01,2.477106292931167530e+01,-7.567789645074854832e+01,2.276964961010432020e+01,-1.955264863825462385e+01,-9.005913152607005756e+00
3.450000000000000178e+00,-7.823382945282455125e+01,2.466511270867776418e+01,-7.700674160004375324e+01,2.448101489630587579e+01,-1.608000572319372168e+01,-7.357550685618134523e+00
3.459999999999999964e+00,-7.849254984869466512e+01,2.455818503088659099e+01,-7.908312965950088369e+01,2.501994670256098274e+01,-2.515980590582401888e+01,-2.872004129072339396e+01
3.470000000000000195e+00,-7.875014540098989357e+01,2.445028411725978401e+01,-7.901765520906772622e+01,2.388824736997314346e+01,-2.782740393023764724e+01,8.943623534264801833e-01
3.479999999999999982e+00,-7.900660594027890227e+01,2.434141422754066042e+01,-7.921135007065701927e+01,2.583203615161692213e+01,-1.123297596842833990e+01,-1.646776051283953990e+00
3.490000000000000213e+00,-7.926192134193873073e+01,2.423157965972605155e+01,-7.951294210690289788e+01,2.498621336283363448e+01,-1.817918464039226478e+01,-1.076197619343530754e+01
3.500000000000000000e+00,-7.951608152655448691e+01,2.412078474989662524e+01,-7.992812136885241614e+01,2.389223231557967253e+01,-7.138673794032698083e+00,-8.377548318039153230e+00
3.510000000000000231e+00,-7.976907646031727950e+01,2.400903387204570905e+01,-7.925274249577283570e+01,2.551527688953070339e+01,-3.236441937976076844e+01,-2.423711315910186670e+01
3.520000000000000018e+00,-8.002089615542033130e+01,2.389633143790661407e+01,-8.167408745279711013e+01,2.481300850866955798e+01,-1.122422499654373951e+01,-2.601141782731561136e+01
3.530000000000000249e+00,-8.027153067045324519e+01,2.378268189677846323e+01,-8.095510396104606343e+01,2.367234889387382424e+01,-4.005504153893534891e+01,-1.835207158319031251e+01
3.540000000000000036e+00,-8.052097011079453637e+01,2.366808973535054150e+01,-8.065196557094482444e+01,2.368308548758966481e+01,-2.379153474757466924e+01,-1.604546372147258282e+01
3.550000000000000266e+00,-8.076920462900220343e+01,2.355255947752516832e+01,-8.144210380468850019e+01,2.278559606133306303e+01,-4.255089531125214819e+01,-3.992396416558799288e+00
3.560000000000000053e+00,-8.101622442520250900e+01,2.343609568423910261e+01,-8.216119266160848156e+01,2.447264780941846496e+01,-2.705270112377030500e+01,-4.954151543711525107e+00
3.570000000000000284e+00,-8.126201974747687018e+01,2.331870295328348419e+01,-8.176007423609303260e+01,2.177956278163277304e+01,-2.763342830419362883e+01,-1.592515038795670712e+01
3.580000000000000071e+00,-8.150658089224683067e+01,2.320038591912232562e+01,-8.148525290554297840e+01,2.332825064027036888e+01,-5.400000000000000000e+01,7.600000000000000000e+01
3.589999999999999858e+00,-8.174989820465714274e+01,2.308114925270954387e+01,-8.184914414063389643e+01,2.317149105897130568e+01,-3.301588922058918740e+01,-1.722576115482412362e+01
3.600000000000000089e+00,-8.199196207895694499e+01,2.296099766130456032e+01,-8.229003796391650383e+01,2.259151037189295153e+01,-3.667126049606142857e+01,-2.103080996927801749e+01
3.609999999999999876e+00,-8.223276295887896481e+01,2.283993588828647248e+01,-8.275372649524446445e+01,2.215965424040068399e+01,-2.897885878294748352e+01,-2.389246652855877073e+01
3.620000000000000107e+00,-8.247229133801677392e+01,2.271796871296679043e+01,-8.325741903239857322e+01,2.131885634135665697e+01,-2.459934149355486710e+01,-2.194092453679376220e+00
3.629999999999999893e+00,-8.271053776020011128e+01,2.259510095040075228e+01,-8.455081829571204821e+01,2.223717981209959405e+01,-1.387425142298773473e+01,-2.914164562630107369e+00
3.640000000000000124e+00,-8.294749281986815959e+01,2.247133745119723969e+01,-8.198782784154461467e+01,2.244851231557605686e+01,-1.476784198316406460e+01,-6.498946472797310747e+00
3.649999999999999911e+00,-8.318314716244090334e+01,2.234668310132728664e+01,-8.353972729364171812e+01,2.135267341443546130e+01,-3.742717908207165323e+01,-3.754157404853028623e+00
3.660000000000000142e+00,-8.341749148468839792e+01,2.222114282193118129e+01,-8.440291175913949928e+01,1.991807640661605916e+01,-1.770944639327068160e+01,-1.766859487936052275e+01
3.669999999999999929e+00,-8.365051653509806329e+01,2.209472156912419649e+01,-8.384937512604814458e+01,2.159515459553208672e+01,-2.130590364773703627e+01,9.708340870083494778e+00
3.680000000000000160e+00,-8.388221311423991722e+01,2.196742433380092763e+01,-8.390985799356633379e+01,2.153936182784097042e+01,-8.427781695588713262e+00,-1.786145751053236808e+01
3.689999999999999947e+00,-8.411257207512973366e+01,2.183925614143825200e+01,-8.432002239328458870e+01,2.151698237479592635e+01,-1.402997177701857368e+01,-2.530518870696693767e+01
3.700000000000000178e+00,-8.434158432359018320e+01,2.171022205189694887e+01,-8.502188401086978331e+01,2.188262152165829377e+01,-9.302470477524972026e+00,-3.114078055592015559e+01
3.709999999999999964e+00,-8.456924081860982767e+01,2.158032715922193034e+01,-8.450437464284478040e+01,2.129498156157730193e+01,-2.679451210170317665e+01,-1.725465102218142732e+01
3.720000000000000195e+00,-8.479553257270005417e+01,2.144957659144114359e+01,-8.505185736150485809e+01,2.199691518788799627e+01,-4.038276983001562570e+01,-1.389498625299204448e+01
3.729999999999999982e+00,-8.502045065224987752e+01,2.131797551036312299e+01,-8.593164392490419345e+01,2.099334527451903298e+01,-1.212791638132178207e+01,-1.836605192409752263e+01
3.740000000000000213e+00,-8.524398617787865362e+01,2.118552911137321360e+01,-8.454617791291768469e+01,2.156868310282924739e+01,-6.845519197919948340e+00,-3.688612626820612306e+00
3.750000000000000000e+00,-8.546613032478657601e+01,2.105224262322846229e+01,-8.474955949768390440e+01,1.948376579005804388e+01,-2.959707330316938467e+01,-1.194665263896411034e+01
3.760000000000000231e+00,-8.568687432310309759e+01,2.091812130785119805e+01,-8.558928291554857992e+01,2.321651893163472735e+01,-2.599622790470206013e+01,-8.931772242318336552e+00
3.770000000000000018e+00,-8.590620945823313548e+01,2.078317046012130120e+01,-8.796678413785761563e+01,2.123758492955278498e+01,-7.926780692376132365e+00,-2.836497773539218059e+01
3.780000000000000249e+00,-8.612412707120111577e+01,2.064739540766716530e+01,-8.590028824003982777e+01,2.042223577976565352e+01,-1.538556629951780863e+01,-1.734703098283833356e+01
3.790000000000000036e+00,-8.634061855899281568e+01,2.051080151065537649e+01,-8.635267280619584085e+01,2.088293082385830957e+01,-2.133177957917462564e+01,-3.495904911199409071e+01
3.800000000000000266e+00,-8.655567537489498875e+01,2.037339416157910321e+01,-8.771329418437709080e+01,2.040149086801310574e+01,-7.771978250322362669e+00,-1.647691133708875100e+01
3.810000000000000053e+00,-8.676928902883277317e+01,2.023517878504521050e+01,-8.569739781858710614e+01,1.969345750954915175e+01,-1.203106967052992360e+01,-1.721166912846927133e+00
3.820000000000000284e+00,-8.698145108770489742e+01,2.009616083756009886e+01,-8.759747567830137882e+01,1.887601087192527771e+01,-1.810656547787806403e+01,-9.030214524729972325e+00
3.830000000000000071e+00,-8.719215317571654111e+01,1.995634580731429608e+01,-8.666573253509518793e+01,1.862123337575217619e+01,-1.157873377984897623e+01,-1.520429146935229170e+01
3.839999999999999858e+00,-8.740138697471005003e+01,1.981573921396579863e+01,-8.675946589869685965e+01,1.976820251794762484e+01,-2.801105422837889947e+01,-1.268543396158660741e+01
3.850000000000000089e+00,-8.760914422449330630e+01,1.967434660842215166e+01,-8.809672605658420252e+01,2.005744973289645117e+01,-2.415395996403941581e+01,-2.448617329242659579e+01
3.859999999999999876e+00,-8.781541672316582492e+01,1.953217357262132126e+01,-8.780354788241488961e+01,1.862415740325841895e+01,-2.336040891951009613e+01,-2.659797602236069025e+01
3.870000000000000107e+00,-8.802019632744256228e+01,1.938922571931131955e+01,-8.750951739567841514e+01,1.854406800823456436e+01,-2.485452140872506277e+01,-1.069716035439254753e+01
3.879999999999999893e+00,-8.822347495297536568e+01,1.924550869182863266e+01,-8.812461760955760326e+01,2.020820557993175370e+01,-3.230602644374665999e+01,-2.127867495220312932e+01
3.890000000000000124e+00,-8.842524457467217758e+01,1.910102816387541935e+01,-8.855155714381824339e+01,1.931927401449090809e+01,-2.011723690294054734e+01,-7.612112970215646257e+00
3.899999999999999911e+00,-8.862549722701380972e+01,1.895578983929553374e+01,-8.919190189903679311e+01,1.696316151186590915e+01,-1.615856425056715651e+01,-8.427741961127761527e+00
3.910000000000000142e+00,-8.882422500436844359e+01,1.880979945184934365e+01,-8.832030707049243290e+01,2.036433171911830797e+01,-2.866157452082082813e+01,2.627066602933631145e+00
3.919999999999999929e+00,-8.902142006130370078e+01,1.866306276498736949e+01,-8.904785247853244812e+01,1.932736420024406598e+01,-1.850007325712561723e+01,-1.466561448140693358e+01
3.930000000000000160e+00,-8.921707461289639696e+01,1.851558557162275420e+01,-8.867905841751756668e+01,1.778287672404044883e+01,-2.421325374169962075e+01,-1.518012047591323288e+01
3.939999999999999947e+00,-8.941118093503983744e+01,1.836737369390257157e+01,-8.757588271572164729e+01,1.803901016737374263e+01,-1.064915828970288558e+01,-1.568562491637075063e+01
3.950000000000000178e+00,-8.960373136474879630e+01,1.821843298297797276e+01,-8.975348387473384548e+01,1.745152584376632987e+01,-2.559411582538230334e+01,-7.418402018171037504e+00
3.959999999999999964e+00,-8.979471830046199443e+01,1.806876931877319947e+01,-9.030878128848411279e+01,1.882327392644227260e+01,-6.582499366618444370e+00,-1.092089837933308161e+00
3.970000000000000195e+00,-8.998413420234224702e+01,1.791838860975344971e+01,-9.047228553145461660e+01,1.721462242775536211e+01,-3.953807239670885565e+01,-1.469624905201520271e+01
3.979999999999999982e+00,-9.017197159257406724e+01,1.776729679269162077e+01,-9.070299241455866479e+01,1.767797197921780494e+01,-2.435767934983611127e+01,-2.408222795205435318e+01
3.990000000000000213e+00,-9.035822305565892520e+01,1.761549983243394024e+01,-9.234680149608789179e+01,1.698348997593048182e+01,-2.270622720596891853e+01,2.250575502839620157e-01
4.000000000000000000e+00,-9.054288123870797733e+01,1.746300372166448156e+01,-9.172318284996239868e+01,1.669009909581616213e+01,-2.656992870337337109e+01,-2.183708591062799798e+01
4.009999999999999787e+00,-9.072593885173232309e+01,1.730981448066858164e+01,-9.016960100457198735e+01,1.618057110543676202e+01,-4.777065602282389634e+00,-1.894138875532500776e+01
4.020000000000000462e+00,-9.090738866793086004e+01,1.715593815709517500e+01,-9.053656063375798624e+01,1.663702995615006230e+01,-9.384493820652471285e+00,-1.859483447885190444e+01
4.030000000000000249e+00,-9.108722352397553834e+01,1.700138082571803722e+01,-9.158032154152290616e+01,1.675114747156679584e+01,-2.477127755701808098e+01,-3.046188718823812280e+01
4.040000000000000036e+00,-9.126543632029415676e+01,1.684614858819596606e+01,-9.016937559966532945e+01,1.992427349926949631e+01,-1.081478804860977228e+01,-2.421805623715921385e+01
4.049999999999999822e+00,-9.144202002135067175e+01,1.669024757283190041e+01,-9.044712465535656065e+01,1.786972148637498492e+01,-1.680529060200731095e+01,-9.248293738549282494e+00
4.060000000000000497e+00,-9.161696765592293445e+01,1.653368393433097694e+01,-9.050902709003781865e+01,1.433257146738483101e+01,-1.017643203709461730e+01,-1.798961339867981479e+01
4.070000000000000284e+00,-9.179027231737786963e+01,1.637646385355756706e+01,-9.105038584523411771e+01,1.403828335012090456e+01,-1.156509882510158072e+01,-3.554847119245087228e+00
4.080000000000000071e+00,-9.196192716394421041e+01,1.621859353729125530e+01,-9.173289775757402253e+01,1.652761898547296582e+01,-7.189619914549590263e+00,-1.040153546475138668e+01
4.089999999999999858e+00,-9.213192541898251875e+01,1.606007921798181215e+01,-9.000521796368222738e+01,1.649324344618426608e+01,-1.967777966623292585e+01,-2.604727980446202906e+01
4.099999999999999645e+00,-9.230026037125277583e+01,1.590092715350314201e+01,-9.397045061451629522e+01,1.293595270138822251e+01,-1.224301334231236105e+01,-2.436677312038999332e+01
