2.745493999999999879e+00,1.912470000000000003e-01,1.823207999999999940e+00
1.347710000000000019e-01,-1.416120000000000045e+00,7.588000000000000300e-02
1.144244999999999957e+00,-1.304116999999999971e+00,1.907327999999999912e+00
-1.788589999999999902e-01,1.255090000000000039e+00,2.445999000000000034e+00
1.114497999999999989e+00,6.113950000000000218e-01,2.445999000000000034e+00
-5.512860000000000538e-01,-1.641140999999999961e+00,1.907327999999999912e+00
1.221635000000000026e+00,5.361369999999999747e-01,5.430800000000000211e-02
-2.696241999999999805e+00,-2.497999999999999873e-02,1.737341000000000024e+00
1.526540000000000119e-01,1.120840000000000031e-01,2.820993999999999780e+00
1.456274999999999986e+00,-3.464579999999999882e-01,1.243979999999999947e-01
3.031416999999999806e+00,-1.516619999999999913e-01,2.462028999999999801e+00
2.847879999999999856e-01,-2.091870000000000118e-01,3.020116999999999940e+00
-1.212771000000000043e+00,8.110479999999999912e-01,2.469428999999999874e+00
3.037545000000000162e+00,-1.199650000000000022e-01,2.446588999999999903e+00
-2.675199999999999800e+00,0.000000000000000000e+00,1.641599999999999948e+00
2.698360000000000092e+00,1.574840000000000129e-01,1.557806999999999942e+00
-1.333693000000000017e+00,9.787799999999999834e-01,2.085599999999999898e+00
1.323433999999999999e+00,4.445629999999999860e-01,2.496427999999999869e+00
-3.385920000000000041e-01,9.727199999999999736e-02,3.020116999999999940e+00
-1.890571000000000002e+00,-6.350740000000000274e-01,1.057112999999999969e+00
-3.058830000000000160e-01,-4.375300000000000022e-02,3.117599999999999927e+00
-1.679888999999999966e+00,-8.274240000000000483e-01,1.556998000000000104e+00
-2.774605000000000210e+00,-2.159999999999999976e-01,1.604006000000000043e+00
-1.248080000000000023e-01,3.715459999999999874e-01,2.625599999999999934e+00
9.932950000000000390e-01,-1.132077000000000000e+00,2.399999999999999911e+00
1.045460000000000056e+00,-5.735219999999999763e-01,3.542300000000000310e-02
-2.558049000000000017e+00,2.233469999999999900e-01,2.071387000000000089e+00
3.843219999999999970e-01,1.341631999999999936e+00,2.496427999999999869e+00
-1.961699999999999999e+00,9.367100000000000426e-02,1.219430999999999932e+00
-8.890919999999999934e-01,-7.800979999999999581e-01,2.482928999999999942e+00
2.647200000000000109e-01,2.519300000000000012e-02,2.664546000000000081e+00
9.221040000000000347e-01,-7.406230000000000313e-01,2.482928999999999942e+00
-2.349133000000000138e+00,1.102039999999999964e-01,8.561100000000000376e-01
2.504236000000000129e+00,-3.002699999999999814e-01,1.756210999999999967e+00
-2.716113000000000000e+00,-2.204079999999999928e-01,1.314753000000000061e+00
2.699482000000000159e+00,2.443710000000000049e-01,1.851828000000000030e+00
-1.615002999999999966e+00,-9.805749999999999744e-01,5.400589999999999558e-01
-2.935579999999999856e-01,-1.965419999999999945e-01,3.020116999999999940e+00
3.136626999999999832e+00,-1.578519999999999923e-01,2.465362999999999971e+00
2.287230000000000096e-01,-6.808920000000000528e-01,2.566180999999999823e+00
-8.620609999999999662e-01,8.253859999999999530e-01,3.542300000000000310e-02
-2.306096999999999841e+00,-1.719179999999999875e-01,1.044494000000000034e+00
2.398982000000000170e+00,-4.198640000000000150e-01,1.283709999999999907e+00
-1.869715999999999934e+00,-7.227409999999999668e-01,9.000000000000000222e-01
3.058830000000000160e-01,4.375300000000000022e-02,3.117599999999999927e+00
-1.743010000000000115e-01,-5.188819999999999544e-01,2.593707000000000207e+00
1.500219999999999887e-01,-7.391699999999999660e-02,2.756634000000000029e+00
1.419680000000000109e-01,-3.229520000000000168e-01,3.020116999999999940e+00
-1.500000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e+00
-6.996649999999999814e-01,9.533690000000000220e-01,2.482928999999999942e+00
3.103606000000000087e+00,1.327949999999999964e-01,2.460745000000000182e+00
1.393440000000000012e+00,0.000000000000000000e+00,2.496427999999999869e+00
-2.684384999999999799e+00,-4.848999999999999838e-02,2.176229000000000191e+00
-1.788574000000000108e+00,-7.845670000000000144e-01,6.563999999999999835e-01
3.922450000000000103e-01,-1.369288999999999978e+00,7.588000000000000300e-02
-2.770271999999999846e+00,-1.939589999999999925e-01,1.800000000000000044e+00
1.249510000000000065e-01,-1.423790000000000056e-01,2.820993999999999780e+00
6.350740000000000274e-01,-1.890571000000000002e+00,1.057112999999999969e+00
-3.657159999999999855e-01,1.413679999999999937e-01,2.625599999999999934e+00
-1.140041000000000082e+00,5.615240000000000231e-01,2.445999000000000034e+00
-1.683016999999999985e+00,4.004019999999999802e-01,1.907327999999999912e+00
1.377239000000000102e+00,6.041320000000000023e-01,1.499999999999999944e-01
4.536300000000000054e-02,2.381070000000000131e-01,2.889047000000000143e+00
-1.931138999999999939e+00,2.101220000000000032e-01,6.934179999999999788e-01
-1.438965000000000050e+00,-7.893919999999999826e-01,2.830639999999999823e-01
0.000000000000000000e+00,-1.477400999999999964e+00,2.439856999999999942e+00
2.885597999999999885e+00,-1.466939999999999911e-01,2.438140999999999892e+00
-3.058830000000000160e-01,-4.375300000000000022e-02,3.117599999999999927e+00
4.176449999999999885e-01,-5.690859999999999808e-01,8.399999999999999481e-03
2.252588999999999952e+00,-4.695799999999999974e-02,1.591110000000000024e+00
-2.933600000000000096e-01,-9.881399999999999906e-02,3.117599999999999927e+00
2.827520000000000033e-01,-2.272510000000000085e-01,3.075072000000000028e+00
-2.726620000000000155e-01,-2.393299999999999872e-01,3.075072000000000028e+00
1.115019999999999900e+00,-9.783300000000000329e-01,2.439856999999999942e+00
-1.711228999999999889e+00,-5.748299999999999521e-01,1.730903999999999998e+00
-1.054168999999999912e+00,1.101010999999999962e+00,1.817040000000000044e-01
-2.292060999999999904e+00,7.053099999999999647e-02,2.231500000000000039e+00
-2.684476000000000084e+00,0.000000000000000000e+00,1.868662000000000045e+00
-1.344697999999999949e+00,1.080046000000000062e+00,3.540630000000000166e-01
-5.208700000000000135e-02,1.815509999999999902e-01,2.820993999999999780e+00
7.237599999999999589e-01,1.319325000000000081e+00,2.399999999999999911e+00
7.621860000000000301e-01,4.627740000000000187e-01,2.540334000000000092e+00
2.239800000000000124e-01,6.678709999999999924e-01,8.399999999999999481e-03
2.823069999999999746e-01,1.981006999999999962e+00,9.000000000000000222e-01
1.040691999999999950e+00,8.368929999999999980e-01,5.430800000000000211e-02
-2.519916999999999963e+00,-1.439999999999999891e-01,9.950189999999999868e-01
-1.981009999999999993e-01,2.823099999999999915e-02,2.700000000000000178e+00
-2.294693999999999789e+00,0.000000000000000000e+00,2.236029999999999962e+00
5.619099999999999789e-02,1.176784999999999970e+00,2.482928999999999942e+00
3.459139999999999993e-01,-6.305579999999999519e-01,2.566180999999999823e+00
1.251136000000000026e+00,-1.306729999999999947e+00,1.730903999999999998e+00
-2.660609000000000002e+00,1.278370000000000062e-01,1.931211000000000011e+00
2.802299999999999791e-01,-1.474855000000000027e+00,2.399999999999999911e+00
1.835849000000000064e+00,3.488209999999999922e-01,1.556998000000000104e+00
-1.280582000000000109e+00,-1.028548000000000018e+00,2.830639999999999823e-01
-1.384499999999999897e-01,2.280270000000000075e-01,2.664546000000000081e+00
-5.611540000000000417e-01,-4.507129999999999748e-01,2.566180999999999823e+00
2.843129999999999935e+00,-4.551299999999999790e-02,2.456284000000000134e+00
-1.762910000000000033e-01,-6.823300000000000198e-02,2.820993999999999780e+00
2.656890000000000085e-01,-1.398323999999999900e+00,7.588000000000000300e-02
-1.220274000000000081e+00,6.694219999999999615e-01,2.430857000000000046e+00
-4.512289999999999912e-01,-1.575196999999999958e+00,2.830639999999999823e-01
1.193111999999999950e+00,1.359812000000000021e+00,1.730903999999999998e+00
-9.417520000000000335e-01,1.073333000000000093e+00,7.588000000000000300e-02
7.026100000000000401e-02,-1.471443000000000056e+00,9.946699999999999986e-02
1.622360999999999942e+00,-7.990890000000000493e-01,4.395040000000000058e-01
-2.209180000000000033e-01,2.115450000000000108e-01,2.956764999999999866e+00
-5.372749999999999471e-01,-1.875574000000000074e+00,6.563999999999999835e-01
-2.239469999999999850e+00,-2.233469999999999900e-01,2.141004000000000129e+00
-1.632349999999999968e+00,-2.326209999999999944e-01,2.085599999999999898e+00
-1.286594999999999933e+00,-7.811770000000000103e-01,2.399999999999999911e+00
1.634819999999999884e-01,-5.506699999999999789e-02,3.143670999999999882e+00
-1.712614000000000081e+00,-5.752950000000000008e-01,4.395040000000000058e-01
-1.997859999999999969e+00,9.539699999999999569e-02,9.000000000000000222e-01
0.000000000000000000e+00,-1.727953000000000072e+00,1.907327999999999912e+00
8.922330000000000538e-01,1.113186000000000009e+00,7.588000000000000300e-02
-2.762605999999999895e+00,-1.939589999999999925e-01,2.084551999999999961e+00
-1.231939999999999980e-01,1.294473999999999902e+00,2.399999999999999911e+00
1.411443000000000003e+00,1.133655000000000079e+00,4.395040000000000058e-01
-2.034092999999999929e+00,-1.439999999999999891e-01,2.223186999999999802e+00
1.420643000000000100e+00,-6.783500000000000640e-02,7.588000000000000300e-02
6.299599999999999644e-01,1.436118999999999923e+00,2.265047000000000033e+00
2.755030999999999786e+00,-1.735389999999999988e-01,1.817275999999999891e+00
1.170449999999999963e-01,-2.130779999999999896e-01,2.889047000000000143e+00
-3.718799999999999883e-01,-1.957208999999999977e+00,1.057112999999999969e+00
-2.658499999999999752e-01,0.000000000000000000e+00,2.664546000000000081e+00
-2.325791999999999859e+00,2.248159999999999881e-01,9.582840000000000247e-01
-1.186370000000000063e-01,-1.476570000000000105e-01,2.820993999999999780e+00
-2.952460000000000084e-01,2.590509999999999757e-01,2.625599999999999934e+00
-7.906029999999999447e-01,-1.302119000000000026e+00,1.817040000000000044e-01
3.056861000000000050e+00,1.301910000000000012e-01,2.458959999999999813e+00
-8.863760000000000527e-01,-1.103571999999999997e+00,2.497714000000000212e+00
-3.528900000000000092e-02,1.853910000000000002e-01,2.820993999999999780e+00
1.333693000000000017e+00,-9.787799999999999834e-01,2.085599999999999898e+00
-5.235819999999999919e-01,-1.193607000000000085e+00,2.399999999999999911e+00
-3.459139999999999993e-01,6.305579999999999519e-01,2.566180999999999823e+00
-5.612150000000000194e-01,1.279400000000000093e+00,2.496427999999999869e+00
3.202179999999999804e+00,-1.631350000000000022e-01,2.458813999999999833e+00
0.000000000000000000e+00,3.042659999999999809e-01,2.956764999999999866e+00
-3.516040000000000276e-01,0.000000000000000000e+00,3.020116999999999940e+00
3.512290000000000134e-01,1.683899999999999980e-02,3.020116999999999940e+00
1.140989000000000031e+00,8.373570000000000180e-01,2.497714000000000212e+00
