ts,linPos_x,linPos_y,linPos_z,linVel_x,linVel_y,linVel_z,linAcc_x,linAcc_y,linAcc_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,euler_x,euler_y,euler_z,angVel_x,angVel_y,angVel_z,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z
1731876973135.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.01467895507812,-144.3632049560547,-16488.97265625,-65.61183166503906,-10.475611686706543,-92.71866607666016,44.36543655395508,0.420085608959198,0.29579854011535645
1731876973151.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.88485717773438,5.8695759773254395,-16577.673828125,-87.9811782836914,9.086834907531738,-16.069255828857422,45.50605392456055,0.014849941246211529,-0.040383677929639816
1731876973168.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.74876403808594,107.36653137207031,-16333.3232421875,-3.865574359893799,-5.951789855957031,-139.5087432861328,45.241737365722656,0.6490193009376526,0.3194354772567749
1731876973185.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.547181129455566,-56.504486083984375,-16442.69140625,7.50740909576416,-80.41636657714844,105.6990737915039,44.83561706542969,0.42224207520484924,0.25089362263679504
1731876973201.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.87705993652344,165.5823211669922,-16196.814453125,-37.92811584472656,79.7066650390625,-73.9714584350586,45.5501823425293,-0.3886471688747406,-0.06779439002275467
1731876973251.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.98087692260742,-146.1040802001953,-16310.681640625,70.57759094238281,-119.54820251464844,23.04068946838379,44.81499481201172,0.6598802208900452,0.044285401701927185
1731876973268.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.576693534851074,14.929557800292969,-16316.2080078125,69.22913360595703,71.94723510742188,-80.10391235351562,44.76298904418945,0.020396098494529724,-0.34358158707618713
1731876973285.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6672821044922,99.77650451660156,-16282.62109375,-70.6742172241211,-3.3679122924804688,-99.05912780761719,45.253028869628906,-0.5928354859352112,0.20721596479415894
1731876973302.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87098217010498,-58.60026168823242,-16314.111328125,-12.226037979125977,3.3559730052948,-23.94161033630371,45.164398193359375,-0.0033343725372105837,-0.07402437925338745
1731876973335.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.31149291992188,40.05989456176758,-16598.794921875,54.743438720703125,30.369110107421875,20.266170501708984,45.366798400878906,-0.143519788980484,0.10668864846229553
1731876973368.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.63394165039062,51.613525390625,-16442.345703125,36.09352493286133,-13.832746505737305,-5.882301330566406,44.87154006958008,0.08846224099397659,-0.13385649025440216
1731876973385.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.433151245117188,219.91310119628906,-16509.3671875,-8.705490112304688,82.5265884399414,10.357128143310547,45.3109016418457,0.11619904637336731,0.24931040406227112
1731876973402.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.30421829223633,155.30499267578125,-16344.4345703125,92.62276458740234,50.45234680175781,-41.01564407348633,45.08195495605469,-0.30630624294281006,-0.4740644097328186
1731876973435.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.349184036254883,54.62715530395508,-16265.2451171875,122.14027404785156,17.639373779296875,-92.2228775024414,45.113651275634766,-0.23704709112644196,-0.20249545574188232
1731876973468.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.86668395996094,49.37366485595703,-16339.224609375,34.228267669677734,-14.853752136230469,82.80809783935547,44.89846420288086,0.22065234184265137,-0.1331486999988556
