ts,linPos_x,linPos_y,linPos_z,linVel_x,linVel_y,linVel_z,linAcc_x,linAcc_y,linAcc_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,euler_x,euler_y,euler_z,angVel_x,angVel_y,angVel_z,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z
1731876899706.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00510787963867,-0.22515882551670074,-16344.591796875,77.63688659667969,28.92166519165039,81.78508758544922,45.256961822509766,-0.6408230662345886,0.6013364195823669
1731876899723.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.94677734375,-165.31895446777344,-16503.87109375,95.10000610351562,-39.19679260253906,-10.701394081115723,45.167518615722656,-0.18771402537822723,0.653510332107544
1731876899756.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.89038848876953,76.72907257080078,-16402.3046875,28.1273193359375,21.64035987854004,64.83062744140625,44.73399353027344,-0.3226965069770813,-0.6308938264846802
1731876899790.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.4259948730469,-6.27522611618042,-16361.8173828125,44.006370544433594,-207.40126037597656,124.17137145996094,44.590030670166016,0.22124435007572174,-0.06514572352170944
1731876899806.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.78445434570312,-289.0563049316406,-16325.8291015625,-18.90301513671875,-177.70114135742188,-51.7512092590332,44.93108367919922,-0.7606806755065918,-0.7669245600700378
1731876899823.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.532133102416992,25.736610412597656,-16134.990234375,81.94761657714844,-72.53266143798828,86.67404174804688,45.045101165771484,0.045123130083084106,0.35453373193740845
1731876899857.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.72100830078125,-61.30003356933594,-16249.1650390625,111.74526977539062,-49.57358169555664,-21.876054763793945,44.968502044677734,0.04908376932144165,-0.27991577982902527
1731876899873.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1245574951172,97.3663330078125,-16479.44140625,102.47876739501953,26.767854690551758,-45.07691192626953,44.96076202392578,-0.38908618688583374,-0.08136968314647675
1731876899907.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.54408264160156,114.9798583984375,-16288.794921875,-111.65211486816406,-74.89989471435547,31.373188018798828,44.82421875,0.2626746892929077,0.6730093359947205
1731876899907.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.54408264160156,114.9798583984375,-16288.794921875,-111.65211486816406,-74.89989471435547,31.373188018798828,44.82421875,0.2626746892929077,0.6730093359947205
1731876899923.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.885129928588867,-3.590639591217041,-16487.4921875,54.11871337890625,15.543205261230469,-48.226951599121094,44.98352813720703,-0.2743695080280304,-0.09251189976930618
1731876899973.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.150564193725586,-71.9372329711914,-16371.314453125,65.98428344726562,-7.919286727905273,-15.747241973876953,44.81356430053711,0.196847066283226,0.20261257886886597
1731876899990.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.4523696899414,-48.736785888671875,-16307.8623046875,25.34059715270996,-13.050335884094238,-138.12388610839844,45.54566955566406,0.2478816658258438,-0.2371215522289276
1731876900007.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181.34796142578125,51.22539138793945,-16287.6298828125,21.216739654541016,-11.759737968444824,-34.860084533691406,45.48454284667969,-0.14799991250038147,-0.48778972029685974
1731876900023.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.23751068115234,91.05587005615234,-16322.986328125,-54.29414367675781,148.04891967773438,54.601932525634766,44.817710876464844,-0.1495833694934845,-0.16059277951717377
1731876900057.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.37296676635742,-18.033246994018555,-16510.232421875,62.09061050415039,28.5277099609375,-23.25357437133789,44.61578369140625,-0.1372431218624115,0.3963540494441986
1731876900090.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.559329986572266,43.92380142211914,-16396.388671875,16.783008575439453,9.428597450256348,-124.17178344726562,44.610931396484375,-0.054595015943050385,-0.07132939249277115
1731876900107.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.119522094726562,-4.211875915527344,-16433.033203125,49.373626708984375,43.20018005371094,125.81742858886719,44.781124114990234,-0.027493106201291084,-0.5007901787757874
